Procedure Url,Procedure Title,Procedure Description,Procedure Include,Procedure Factors,Treatment Name,Minimum Cost,Maximum Cost
https://www.vaidam.com/search/multiple-sclerosis/turkey, Multiple Sclerosis Treatment Cost In Turkey , Multiple Sclerosis Treatment cost in Turkey is between USD 22500 to USD 27500. Patient has to stay in the hospital for 2 days and outside the hospital for 15 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"['Preoperative diagnostic tests cost [Neurological and general medical examination]', 'Cost of surgery\xa0', 'Post-Operative cost (depends on the number of follow-up sessions)', 'Medicine cost [Corticosteroids, pain killers, etc.]', ""Patient's hospital stay""]","['Type of hospital and room opted (General, Twin sharing or single room)', 'Additional tests, if required', 'Post-surgical complication, if it happens', 'Cost of Blood products (if required)', 'An extended stay at the Hospital', 'Cost of Accommodation during follow-ups, in case the patient is not a local resident']","['Multiple Sclerosis', 'Deep Brain Stimulation']","[None, None]","[None, None]"
https://www.vaidam.com/search/multiple-sclerosis/thailand, Multiple Sclerosis Treatment Cost In Thailand , Multiple Sclerosis Treatment cost in Thailand is between USD 19800 to USD 24200. Patient has to stay in the hospital for 2 days and outside the hospital for 15 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"['Preoperative diagnostic tests cost [Neurological and general medical examination]', 'Cost of surgery\xa0', 'Post-Operative cost (depends on the number of follow-up sessions)', 'Medicine cost [Corticosteroids, pain killers, etc.]', ""Patient's hospital stay""]","['Type of hospital and room opted (General, Twin sharing or single room)', 'Additional tests, if required', 'Post-surgical complication, if it happens', 'Cost of Blood products (if required)', 'An extended stay at the Hospital', 'Cost of Accommodation during follow-ups, in case the patient is not a local resident']",['Multiple Sclerosis'],[None],[None]
https://www.vaidam.com/search/multiple-sclerosis/malaysia, Multiple Sclerosis Treatment Cost In Malaysia , Multiple Sclerosis Treatment cost in Malaysia is between USD 41400 to USD 50600. Patient has to stay in the hospital for 2 days and outside the hospital for 15 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"['Preoperative diagnostic tests cost [Neurological and general medical examination]', 'Cost of surgery\xa0', 'Post-Operative cost (depends on the number of follow-up sessions)', 'Medicine cost [Corticosteroids, pain killers, etc.]', ""Patient's hospital stay""]","['Type of hospital and room opted (General, Twin sharing or single room)', 'Additional tests, if required', 'Post-surgical complication, if it happens', 'Cost of Blood products (if required)', 'An extended stay at the Hospital', 'Cost of Accommodation during follow-ups, in case the patient is not a local resident']",['Multiple Sclerosis'],[None],[None]
https://www.vaidam.com/search/multiple-sclerosis/germany, Multiple Sclerosis Treatment Cost In Germany , Multiple Sclerosis Treatment cost in Germany is between USD 22500 to USD 27500. Patient has to stay in the hospital for 2 days and outside the hospital for 15 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"['Preoperative diagnostic tests cost [Neurological and general medical examination]', 'Cost of surgery\xa0', 'Post-Operative cost (depends on the number of follow-up sessions)', 'Medicine cost [Corticosteroids, pain killers, etc.]', ""Patient's hospital stay""]","['Type of hospital and room opted (General, Twin sharing or single room)', 'Additional tests, if required', 'Post-surgical complication, if it happens', 'Cost of Blood products (if required)', 'An extended stay at the Hospital', 'Cost of Accommodation during follow-ups, in case the patient is not a local resident']",['Multiple Sclerosis'],[None],[None]
https://www.vaidam.com/search/multiple-sclerosis/united-arab-emirates, Multiple Sclerosis Treatment Cost In United Arab Emirates , ,"['Preoperative diagnostic tests cost [Neurological and general medical examination]', 'Cost of surgery\xa0', 'Post-Operative cost (depends on the number of follow-up sessions)', 'Medicine cost [Corticosteroids, pain killers, etc.]', ""Patient's hospital stay""]","['Type of hospital and room opted (General, Twin sharing or single room)', 'Additional tests, if required', 'Post-surgical complication, if it happens', 'Cost of Blood products (if required)', 'An extended stay at the Hospital', 'Cost of Accommodation during follow-ups, in case the patient is not a local resident']",[],[],[]
https://www.vaidam.com/search/hydrocephalus/india, Hydrocephalus Treatment Cost In India , Hydrocephalus Treatment cost in India for Indian Patients is between Rs.155400 to Rs.207200. Cost for International patients is between USD 3150 to USD 3850. Patient has to stay in the hospital for 7 days and outside the hospital for 5 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost (X-ray or MRI may be done)\xa0 ', ' Surgery cost\xa0 ', ' Type of surgery (surgical shunt implantation or endoscopic third ventriculostomy) ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost (antibiotics, painkillers, etc.) ', "" Patient's hospital stay (may need to stay for 2-4 days) ""]","[' Type of hospital and room opted (General, Twin sharing or single room) ', ' The severity of the disease ', ' Post-surgical complication, if it happens (such as Walking problems, mild dementia, and bladder control issues usually show some improvement within days after surgery) ', ' Cost of Blood products (if required) ', ' Age of the patient ', ' An extended stay at the Hospital ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","['Hydrocephalus Treatment', 'VP Shunting', 'Ventriculostomy']","[155400, 133200, 150960]","[207200, 177600, 201280]"
https://www.vaidam.com/search/hydrocephalus/turkey, Hydrocephalus Treatment Cost In Turkey , Hydrocephalus Treatment cost in Turkey is between USD 5400 to USD 6600. Patient has to stay in the hospital for 7 days and outside the hospital for 5 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost (X-ray or MRI may be done)\xa0 ', ' Surgery cost\xa0 ', ' Type of surgery (surgical shunt implantation or endoscopic third ventriculostomy) ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost (antibiotics, painkillers, etc.) ', "" Patient's hospital stay (may need to stay for 2-4 days) ""]","[' Type of hospital and room opted (General, Twin sharing or single room) ', ' The severity of the disease ', ' Post-surgical complication, if it happens (such as Walking problems, mild dementia, and bladder control issues usually show some improvement within days after surgery) ', ' Cost of Blood products (if required) ', ' Age of the patient ', ' An extended stay at the Hospital ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","['Hydrocephalus Treatment', 'VP Shunting', 'Ventriculostomy']","[None, None, None]","[None, None, None]"
https://www.vaidam.com/search/hydrocephalus/thailand, Hydrocephalus Treatment Cost In Thailand , Hydrocephalus Treatment cost in Thailand is between USD 4950 to USD 6050. Patient has to stay in the hospital for 7 days and outside the hospital for 5 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost (X-ray or MRI may be done)\xa0 ', ' Surgery cost\xa0 ', ' Type of surgery (surgical shunt implantation or endoscopic third ventriculostomy) ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost (antibiotics, painkillers, etc.) ', "" Patient's hospital stay (may need to stay for 2-4 days) ""]","[' Type of hospital and room opted (General, Twin sharing or single room) ', ' The severity of the disease ', ' Post-surgical complication, if it happens (such as Walking problems, mild dementia, and bladder control issues usually show some improvement within days after surgery) ', ' Cost of Blood products (if required) ', ' Age of the patient ', ' An extended stay at the Hospital ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']",['Hydrocephalus Treatment'],[None],[None]
https://www.vaidam.com/search/hydrocephalus/malaysia, Hydrocephalus Treatment Cost In Malaysia , Hydrocephalus Treatment cost in Malaysia is between USD 6300 to USD 7700. Patient has to stay in the hospital for 7 days and outside the hospital for 5 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost (X-ray or MRI may be done)\xa0 ', ' Surgery cost\xa0 ', ' Type of surgery (surgical shunt implantation or endoscopic third ventriculostomy) ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost (antibiotics, painkillers, etc.) ', "" Patient's hospital stay (may need to stay for 2-4 days) ""]","[' Type of hospital and room opted (General, Twin sharing or single room) ', ' The severity of the disease ', ' Post-surgical complication, if it happens (such as Walking problems, mild dementia, and bladder control issues usually show some improvement within days after surgery) ', ' Cost of Blood products (if required) ', ' Age of the patient ', ' An extended stay at the Hospital ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']",['Hydrocephalus Treatment'],[None],[None]
https://www.vaidam.com/search/hydrocephalus/germany, Hydrocephalus Treatment Cost In Germany , Hydrocephalus Treatment cost in Germany is between USD 17100 to USD 20900. Patient has to stay in the hospital for 7 days and outside the hospital for 5 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost (X-ray or MRI may be done)\xa0 ', ' Surgery cost\xa0 ', ' Type of surgery (surgical shunt implantation or endoscopic third ventriculostomy) ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost (antibiotics, painkillers, etc.) ', "" Patient's hospital stay (may need to stay for 2-4 days) ""]","[' Type of hospital and room opted (General, Twin sharing or single room) ', ' The severity of the disease ', ' Post-surgical complication, if it happens (such as Walking problems, mild dementia, and bladder control issues usually show some improvement within days after surgery) ', ' Cost of Blood products (if required) ', ' Age of the patient ', ' An extended stay at the Hospital ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']",['Hydrocephalus Treatment'],[None],[None]
